client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010633.mp3	'...अल्पसंख्यकों को छला गया'...तो क्या ऐसे होगा छल में छेद!	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010634.mp3	क्या आप मेरे भाई मासाओ से मिले हैं?	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010635.mp3	तमिलनाडु में बच्चों की तस्करी के रैकेट का खुलासा	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010649.mp3	तुम्हे कल आना चाहिए था।	2	1					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010650.mp3	साउथ दिल्ली में इस नई तकनीक से उठाया जाएगा कूड़ा	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010651.mp3	...तो कामदेव है उबर कैब का ये सीरियल रेपिस्ट	2	1					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010653.mp3	सूरज मेरे ऊपर है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010654.mp3	कठुआ रेप: हाईकोर्ट पहुंचा पीड़ित परिवार, फांसी देने की मांग उठाई	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010677.mp3	शिवहर लोकसभा सीट: आरजेडी के सामने अपना दबदबा फिर से कायम करने की चुनौती	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010679.mp3	दुबई जाने के लिए रची खुद के अपहरण की साजिश	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010681.mp3	मैं उसके सुरक्षित लौटने के लिए बेचैन हूँ।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010684.mp3	भारत-चीन के रक्षामंत्रियों की डेलिगेशन बातचीत शुरू, डोकलाम विवाद के बाद पहली बैठक	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010699.mp3	मेरा भाई मुझ से नफ़रत करता है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010700.mp3	अभी से रात हो गई है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010701.mp3	हमें बीते हुए कल पर पछतावा करने की आदत है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010702.mp3	शून्य, दस, सौ, हज़ार, दस लाख, अरब।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010703.mp3	मैं टॉम की मदद करने की कोशिश कर रहा हूँ।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010851.mp3	आप ने क्या जवाब दिया?	2	1					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010852.mp3	बदलाव कभी आसान नहीं होता।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010853.mp3	दिल्ली का पूर्णराज्य बनना मुश्किल क्यों?	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010854.mp3	तुम्हें मन लगाकर पढ़ना होगा।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26010855.mp3	मैं अपनी नानी से हफ़्ते में दो बार मिलने जाता हूँ।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021806.mp3	अंतर्राष्ट्रीय व्यापार मज़बूत अर्थव्यवस्था के लिए आवश्यक है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021807.mp3	अजमेर ब्लास्ट: इंद्रेश ने आरोपों को बेबुनियाद बताया	2	1					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021808.mp3	होली पर खूब मस्ती कीजिए, पर जरा भांग से बचके...	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021809.mp3	टॉम ने नीले कपड़े पहने थे।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021815.mp3	उन दिनों में सफ़र करना बहुत मुश्किल हुआ करता था।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021816.mp3	क़ानूनों का पालन करना बहुत ज़रूरी है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021817.mp3	बिजली बिल मुद्दे पर अरविंद केजरीवाल करेंगे अनशन	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021818.mp3	बच्चों की देखभाल अच्छी तरह से की जाती थी।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021819.mp3	फिरकी का जादूगर	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021825.mp3	अजमल कसाब पर बुधवार से चलेगा मुकदमा	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021826.mp3	सीक्वल फिल्में पसंद नहीं, 'तनु वेड्स मनु रिटर्न्स' है एक नई कहानी: कंगना रनोट	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021827.mp3	वह सुबह से रात तक काम करता है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021829.mp3	सौ करोड़ के क्लब में शामिल हुई दीपिका पादुकोण	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021855.mp3	मैंने उसको पैसे देने की कोशिश करी पर उसने इनकार कर दिया।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021857.mp3	वह सापोंं से बिलकुल भी नहीं डरता।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021858.mp3	टॉम को वह पता था।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021859.mp3	माफ़ कीजिएगा, आप मेरी मदद कर सकते हैं क्या?	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021878.mp3	वे विद्यार्थी कोरियाई हैं।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021880.mp3	मेरी पीठ में थोड़ा दर्द हो रहा है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021882.mp3	दिल्ली: कनॉट प्लेस में पुलिस मुठभेड़ के बाद झपटमार गैंग के दो बदमाश गिरफ्तार	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021883.mp3	वह सोमवार को न्यूयॉर्क चला गया।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021884.mp3	भारत के जन्नत में विदेशी महिला की हत्या	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021895.mp3	बिहार में नक्सली हमले के बाद बंगाल, झारखंड में अलर्ट, यात्री खौफजदा	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021896.mp3	जब डेंगू का हो वार, तो न करें डॉक्टर से इनकार	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021897.mp3	कितने बच्चे हैं?	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021898.mp3	इस बात को बच्चे भी समझते हैं।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021899.mp3	लाल छत वाला वह टॉम का घर है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021913.mp3	बस वहीं रहो।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021914.mp3	मैं फ़ैसला कर चुका हूँ।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021917.mp3	तुम कौनसे स्कूल गये थे?	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021919.mp3	लो आ गई ट्रेन!	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021920.mp3	इंग्लैंड में पहला शतक जड़ते ही कोहली को याद आईं अनुष्का, फिर चूमी रिंग	2	1					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021936.mp3	तुम्हारे पास शिकायत करने के लिए को भी वजह नहीं है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021937.mp3	किसको पता है?	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021938.mp3	मैं अक्सर नाश्ते से पहले नहाता हूँ।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021939.mp3	उसने अपने पैर की एक हड्डी तोड़ ली।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021940.mp3	गणतन्त्र ज़िंदाबाद!	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021951.mp3	टॉम पतला हुआ करता था।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021952.mp3	मेरा परिवार छोटा है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021953.mp3	उसका जन्मदिन इक्कीस अगस्त को है।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021954.mp3	अब गंगा नदी में थूका या कूड़ा फेंका तो हो सकती है जेल	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021955.mp3	मुझे मालूम नहीं कल बारिश होगी या नहीं।	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021956.mp3	क्या आपको पता है उसने क्या किया है?	3	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021957.mp3	कस्तूरबा मेडिकल कॉलेज, मनिपाल	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021958.mp3	मुझे फ़्रांसीसी सीखने की क्या ज़रूरत है?	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021959.mp3	सलमान के साथ ‘मेंटल’ में दिखेंगी सना खान	2	0					hi	
0f018a99663f33afbb7d38aee281fb1afcfd07f9e7acd00383f604e1e17c38d6ed8adf1bd2ccbf927a52c5adefb8ac4b158ce27a7c2ed9581e71202eb302dfb3	common_voice_hi_26021960.mp3	वह लंदन तीन बार जा चुका है।	2	0					hi	
